text,compound,label
"abis diupgrade aplikasinya jadi selig lag bener bener lag terus sekali pesan keluar masuk x diperbaiki",0,1
"semenjak update force close terus kecewa banget",-0.4,0
"keren banget",0,1
"sekarang gojek dulu sekarang kalo booking selalu kasi driver yg jaraknya sangat jauh",0,1
"akun gak pake udah gojek udah gak beres makin kesini",0,1
"sorry uninstal aplikasi bukannya mempermudah malah ngrepotin dkit keluar sndiri aplikasinya",0,1
"gk jelas sekarang aplikasinya make eh gopaynya kepotong",0,1
good,0,1
"teruskan memberikan pelayananya",0,1
"pelayanan baik drivernya ramahmn",0.5,2
"tampilan bagus dulu tau posisi drivernya order sering dibatalin",0.5,2
"senang harganya lumayan lebih tinggi grab maxim",0,1
,0,1
"baru kali menggunakan gojek pesanan ga diantar malah dimakanin sama drivernya report ga tindakan apk gojeknya ga dikembalikan saldo",0,1
gud,0,1
"good aplikasi",0,1
"memuaskan memudahkan aktifitas",0,1
"gua transaksi merchant lewat qr saldo gopay gua terpotong transaksi merchant saldo masuk kontek pihak gojek disuruh tunggu hari kerja ditunggu sampe lebih hari kerja saldo bagaimana gojek bagaimanaaaaa jd takut klo transaksi pake gopay takut gabalik saldonya",0,1
"punya satu aplikasi gojekjd udh melebihi cukup buat peribadi",0,1
"mohon maaf semakin hari order go food semakin lamanunggu driver padahal resto konfirmasi orderan order mohon tingkatkan pelayanan dong jangan kalah aplikasi sebelah kalau layanan go food gojek diandalkantapi layanan go food maaf penilaian semakin jeleklama mendapatkan driver",0,1
"rekomend banget buat sulusi transportasi",0,1
"utk transpotasi insidentil sangat membantu skali",0,1
"serba mau apa aja",0,1
"mau pembayaran alfagift gak berkali",0,1
,0,1
,0,1
bagus,0.5,2
"makin payah makin sini",0,1
"dulu langganan pake gojek berharap bgtt semoga semakin banyak promo diskon buat pelanggan semoga semakin meningkatkan pelayanan",0.6,2
"gojek nya sering banget erorr ampun",0,1
"mantab joosss",0,1
"dear gojek baru baru menggunakan fitur gopay pinjam bahkan dilunasi jatuh tempo pengajuan malah tolak menunggu satu tahun kedepan bantu konfirmasi apa akun bermasalah bagaimana terimaksih",0,1
"td siang order go food ga",0,1
"gopayletter tiba gak pake padahal bayar tiap bulan lancarsaya jadi keseludah gak respek sama gojek",0,1
"nih kalo sekiranya customer cancel orderan tuh kena pinalti uang pengganti dong driver cancel aja ribet kena customer cancel gampang banget rugi driver jangan seenaknyalah",-1,0
cepat,0,1
"driver nya suka maki maki customer minta nunggu menit turun lantai dgn keadaan penuh pas depan mobil nya maki maki trus cancel makasih gojek sekarang jadi males bgt pake app",0,1
peraktis,0,1
"update mah terus terusan tp ngelag gajelaaas",-0.8,0
oke,0,1
"sangat membantu sekali disaat waktu urgent kali promonya banyakin khususnya promo gofood",0.6,2
"good apps",0,1
"versi lama diaktifkan perlu update krn memerlukan banyak kuota hp update tksh",0,1
"knpa gofood customer gak punya akses komunikasi resto sering kejadian orderan gak lengkap mau komplen resto gak cuma komplen driver tp kasian drivernya x kerja ambil orderan yg kurang udh terjadi lebih dr x dibenahi",0,1
"sampe sekarang top",0,1
"aplikasi buruk",-0.6,0
"paling baik semua provoder transportasi yg",0.5,2
"app gojek mudah kadang promo",0.5,2
"lokasi sesuai jadi merugikan customer driver",0,1
"attitude nomor",0,1
tap,0,1
"baguss bangett",0,1
"baru lewat satu hari dendanya rb buat kalian menggunakan paylater jangan disini pakek paylater buat beli pulsa aja rb udah denda rb gila lo nyesel semua padahal baru lewat hari aja",0,1
"penjmputan dn pengirimny sangat cptdrivery sopn skli",0,1
"sangat memudahkan pergerakan kegiatan luang lingkup kerja",0,1
"layan nyah aplikasi membuat perjalanan sayah nyaman semuah nyah buat sayah okeh pokonamah",0,1
"terlalu sering minta d apdetpas anak mau berangkat sekolah malah g d gunakan",0,1
"mantap pelayanan",1,2
bagus,0.5,2
"susah cari driver driver udh deket eh malah cancel kocak bgt",-0.6,0
"recommended buat yg cepat tempat tujuan aplikasinya ga pernah loading",0,1
"senang puas nyaman",0.9,2
"makin kesini gojek makin tolol sistem semua serba lama gak dulu contoh food nyari driver lama bener ditambah argo makin tolol dah driver semua ngemis yg argo gojek emang gak mikir makin kesini makin nyusahin customer driver bikin gw sakit maag gara sistem lu yg tolol",0,1
"app the best si pelayanan drivernya ramah sering promo banyak fitur mempermudah misal gonearby goshop app gopay mempermudah buat transfer scan qr pake qris",0.6,2
"ngefreeze terus apk nya bikin males",0,1
"cukup puas",0.9,2
"msh cukup baik lah nympe skrg",0.5,2
"bagus si napa akun gw balik ga goprem sih",0.5,2
bagus,0.5,2
"bikin program baru dg maksud menarik konsumen program ongkir hematsetelah nyoba lama bgtu dapet driver olah minta tips dg alasan nunggu lama resto anter sdh keluar areaparah gojek bikin jatuh nama gojek",0,1
"komentar terpopuler dunia",0,1
bagus,0.5,2
"dong sistem menunggu pesanan estimasi waktu tertentu lalu dicarikan driver dihapuskan kebanyakan dapet driver eh drivernya disuruh nunggu baru dibuatin pesenan padahal kondisi resto sepi kasihan bapak drivernya nungguin",0,1
"mudah murah",0,1
"saldo sebesar rb tb tb hilang padahal bapak mengisi gopay rb membeli ayam geprek rb gopay tersisa rb",-0.3,0
"ga pernah promo",0.6,2
"terima kasih komplain selesaikan",0,1
muantabbbb,0,1
"kalian udah seenak jidat skrng sama driver masa km perak jemput nya hadeh kalian rusak kesejahtraan mitra sama aja ngetusak perusahaan sendiri cba aja deh",0,1
mantap,1,2
good,0,1
nice,0,1
"dpt diskon cuma sekali doang",0,1
bermasalah,0,1
"pakai gosend lebih nyaman cepat terjaga titipan kiriman tujuan barang nya tksh gosend",0,1
"sangatm membantu",0,1
"suka ngelag padahal jaringan bagus",-0.3,0
tc,0,1
mantap,1,2
"joss sekali",0,1
good,0,1
"gojek dong banyakin diskon buat goridenya buat yg jaraknya dkt sangat membantu kamii",0,1
"payah kali dpt driver",0,1
"iklan aplikasi fizzo sering bgt jdi keganggua baca novel",0,1
,0,1
,0,1
"good job",0,1
"buat transaksinomor mencurigakan trus gagal transaksi",-0.5,0
"harga terlalu mahal",-0.3,0
terbaikkk,0,1
mantap,1,2
"nge lag bgt iwh padahal sinyal bagus",0.5,2
"aplikasinya bagus sebenernya nyaman banget pake aplikasi cuma daerahku gabisa semuanya terjangkau pakai gojek jadi susah kalau mau daerah ga terjangkau titiknya gojek",-0.1,0
"mantap cepat tepat waktu",1,2
"alhamdulilah sungguh amanh sehat sll terimakasih",0,1
"gopay otomatis ngirim gopay tabungan gopay tabungan gabisa order gofood saldo kurang padahal sebelumnya gopay tunai",0,1
"cpt d respon terimakasih",0,1
"makin buruk",-0.6,0
"gak scan tiket parkir",0,1
"sangat memuaskan pemakai jasa gojek termasuk gocar",0,1
sekali,0,1
"bintang masa jarak km ongkirnya k makin ngacok aja gojek tolol",0,1
"selalu pakai gojek gopay aplikasi satset ribet",0,1
"sangat membantu",0,1
"promonya banyakin dooong",0,1
bagus,0.5,2
"top markotop",0,1
bagus,0.5,2
"makin lama makin ga jelas gojek percuma jadi pelanggan setia gopaylater malah blog padahal ga kesalahan untung blog jadi gw males gunain gojek",0,1
bagus,0.5,2
"apk lag",0,1
"cepat pengantaranya drivernya baik",0.5,2
sampah,-0.5,0
mantap,1,2
"good banyak discount",0,1
"ga ribet",0,1
"kualitas aplikasi jelekgk terima telpon",0,1
"cara mudah t rw",0,1
"bagus kok cmn dmn waktu pemesanan sangat lama melebihi perkiraan nyalahin aplikasinya sih kan aja pas restonya antri",0.5,2
"sering lemot",0,1
"nyesel bayar goplus voucher diskonya ga pernah muncul",0,1
"gopaylater sangat membantu tapo mohon gojek langsung memunculkan tagihan yg bayar menunggu hingga tgl tgl baru bayar kan orang lupa membayar keterlambatan hari ribu cukup banyak harap gojek menambahkan opsi langsung bayar perlu menunggu jatuh tempo",0,1
good,0,1
"puas akun gopay gak upgrade gopay plus",0.9,2
"perjalanan aman",0,1
"gojek sering ngelag mana kadang gada notif pesanannya jd ga sengaja mesen kali karna gatau kalo pesanan sebelumnya uda pesen",-0.9,0
"makin hari makin bobrok aja layanan nya terlalu banyak drama gofood sekarang gara gojek sistem ongkos rb imbas nya customer banyak sskali driver ngemis minta tambahan bobrok aplikasi anak bangsa",0,1
mantap,1,2
"pengiriman gosen ribet malah penagihan parkir tol kasih kejelasan masalah parkir tol nya dong",0,1
mantap,1,2
"ongkir semakin mahal",-0.3,0
"makin parah nih aplikasi beberapa hari gk bs buka",-0.6,0
"mau hapus akun persulit",0,1
mantap,1,2
"makin parah sering ngebug aplikasi anak bangsa gini",-0.6,0
"driver nya tuh sejahterakan dong emang ga sayang driver udah setia bikin selingkuh operator mau buka pendaftaran ni",0,1
"dong klo terima pekerja jngn nerima pekerja yg suka bawa motor ugal ugal anngebut ngebutan karna sangat berbahaya sekali penumpang sering pesan gojek selalu yg bw motor ngebut sy mau jatoh klo jatoh paling ngomong maaf doang trus biaya gojek nya gratis mau kaya gitu",0,1
"hari yg lalu baru perbaruihari minta perbarui lagimana katanya buat masukan buat meningkatkan kualitas baru hari cek udah minta perbaruisekalinya turutin buat perbarui ngelunjak baru kemarin tgl malam perbaruiskarang minta perbarui",0,1
"sangat senang sangat membantu",0,1
"makin mahal aja tarif beda sama sebelah lumayan beda",-0.3,0
,0,1
"mantap banget",1,2
"tepat waktu penjemputan",0,1
"aplikasi gojek sdh seminggu suka hengnge frezzeeee tiba lngs error mesti tutup aplikasi baru gunakan lapor tanggapan nya begitulah membantu krn msh suka nge frezze jg smp skrkenapa jd begini sihbikin ga nyaman mesti buka tutup muat ulang trsdikit tutup aplikasi trscapek dehkasian drivernya kdng komunikasi jd terhambat krn aplikasi nya frezze n heng trs",0,1
"pelayanan buruk gbisa pke gopay coint tlp cs nya kebanyakan suruh nunggu smpe pulsa abis parah",-1.2,0
"top up gopay malah langsung kepotong tabungan gopay mana passs cek saldo tabungan gak gajelas gopay lama",-0.3,0
mantap,1,2
menolong,0,1
"sangat membantu perjalanan terimakasih",0,1
"nunggu menit baru carikan driver yg sangat buruk",-0.6,0
"aplikasi mahal ngisi gopay pake admin driver dipotongnya gede gofood persentase gede buat aplikasi pantes cepet kaya yg punyanya",-0.3,0
mantap,1,2
"makin kesini makin banyak bugnya sering error",0,1
"sangat membantu",0,1
hahahaha,0,1
"okey gojek terimakasih banyak promonya makin cepet pelayanannya",0,1
"plis hapus kode otp duit k gua gabisa dipake apa apa",0,1
"gojek membantu sekali banyak voucher ongkir murah moode hemat gofood",0,1
"makin susah komunikasi klarifikasi gndala perlu kmu mintpi knapa susah bngettt",-1.2,0
"keren uwaw",0,1
"masalah driver melakukan pencurian sekali nya melakukan pelaporan susah banget pelayanan bintang semua serba mahal posisi kostumer mau lu bos apa giliran mau melapornya susah banget",-1.5,0
"pesen gocar tapu drivernya selalu jauh bener aja",0,1
"gocar lebih bagus buat pilihan gohemat gocar gocar comfort pilih gocar henat tak manusia yg mau menerima orderan pdhal titik jemput tujuan ga km",0.5,2
"sangat membantu",0,1
"cukup tau cara main mu jek wkwkwkwk",0,1
mantap,1,2
"akhir koq kecewa driver suka lama dapatnya kalau order gofood sekalinya minta dibatalin mana dibatalin akhirnya batal sendiri pindah driver rata alasannya maaf ka ongkosnya murah bgt cuma lima ribu antarnya km jemputnya km mending apk sebelah kalau bgtu ko gojek nurunin ongkos sepihak driver harganya tetap krn bukan sy sekali kali order diresto yg sama fix buat layanan food delivery sy apk",-0.4,0
"terimakasih cukup terbantu",0,1
mantap,1,2
"aplikasi akhir sering ngelag terutama orderan berjalan mohon diperbaiki tks",-0.8,0
selalu,0,1
,0,1
"aplikasi susah gunakan bukan cuma yg ngalamin gini buka aplikasi baru mau order pesan jaringan aplikasi menanggapi mau tutup tunggu oke pdhl update selalu pulsa full masalah nya",-0.6,0
"aman sentosa",0,1
"sangat membantu",0,1
"aplikasi hang terus menerus parah",-0.6,0
"bgt diupdate malah jadi makin lama kadang internet lancar apk nya loding lama bgt terus ga ngerespon keluar sendiri",-0.1,0
"like it",0,1
"gojek aplikasi termudah cepat respon banyak promo nya sukses slalu gojek team nya smua",0.6,2
bgt,0,1
"aplikasi gajelas tadi tulisan nya pesanan dibatal driver sibuk lalu ketempat makanan lalu notifikasi pesanan diterima kan gajelas buat rugi kasih bintang satu dulu",-1.6,0
"suka pakai jasa gojek top lah buat yg selalu mana",0,1
gacorrr,0,1
"mudah cepat murah",0,1
"makasih mas",0,1
"pesanan dobel padahal aplikasi pesanan pertama terbatlkan muncul notifikasinya sangat memuaskan",0,1
"kenapaaaaaa apk driver terdekat banyak hingga driver datang malah dekat tujuan jaringan g lokasi luar ruangan terhalang bangunan gedung sistemnyaaaaa",0,1
cepat,0,1
"gomed nya ilang stlh update gua kasih bintang satu dl tar klo udh gomed nya gua balikin",0,1
enjoy,0,1
"no komen",0,1
"oke lah",0,1
"merasa ketidaknyamanan penggunaan aplikasi gojek entah gopaylater ataupun gopay meminta penghapusan gopaylater malah diblokir menutup kemungkinan suatu waktu disalah gunakan data gunakan adanya tindakan penonaktifan akun",0,1
"satu kata mantul mantap betul",1,2
"aplikasi paling buruk",-0.6,0
"sebelumnya kasih bintang tpi skrg ubah jadi banyak masalah lama pakai gojek lancar aja kok sekarang sering ngeblank gitu kayak error gitu gak diapain otomatis aplikasinya ditutup dibuka sama suka ngeblank dong develop aplikasinya baik benar biar user enak menggunakannya tambahan makin gak jelas apk nya malah jaringan internet disuruh periksa",0.5,2
memuaskan,0,1
"mantap lah",1,2
"goride transit sangat menarik tp saran adakan jg gocar transit min terkadang perjalanan gak sendirian jd perlu gocar",0,1
"go ngemis khusus driver wkkwkw bayar full malah dikasih driver",0,1
"membantu banget",0,1
"akhir selalu hang",0,1
,0,1
andalkan,0,1
"baru aja pindah jkt biak papua apk ver terbaru gopay plus mau tf saldo gopay rek bank jaringan internet bermasalah apa biak ga gojek jadi apk ga pake dong pencerahan nya min serius ribet banget",0,1
"sampah apk makin gk jelas sinyal gw mbps bilang nya koneksi kyak gt mau maju pecat nohh orang yg bikin apk",-0.5,0
"lebih gampang mau mna",0,1
bagus,0.5,2
"petanya perbaikin la masa driver suruh manjat tembok",0,1
nice,0,1
"top markotop",0,1
"sy upgrede tolak terus",0,1
"bikin aplikasi gmna sih gak loggin pakek email apa",0,1
"dear gojek update versi terbaru semakin parah posisi driver dr titik penjemputan driver sedang mengantar penumpang sebelumnya butuh waktu menit menjemput jarak searah titik penjemputan pengantaran nyatolong dibenahikami customer butuh waktu penjemputan terima kasih",-0.6,0
mantap,1,2
good,0,1
"pengalaman aplikasi sangat buruk setiapp mau transaksi susah bangett apa kalau pkek gopay later susah bangett ga tau pokok ny burukk bangett",-1.8,0
"lanjutkan terus promonya",0,1
"semoga aplikasi lancar terus",0,1
"pihak gojek hilangkan fitur hapus transaksi gopay ditipu saldo masuk ternyata dihapus riwayatnya",0,1
"sangat puas pokoknya",0.9,2
"pesan gofood jadi lama banget drivernya terus lama banget drivernya pengen praktis malah jadi ribet pengen simpel malah jadi lama makin kesini malah makin ngaco gojek",0,1
lemot,0,1
"lebih nyaman pakai gojek terjakau cpt banget penjemputanx",0,1
"hai gojek aplikasimu update terbaru bermasalah mau pesan eh tibatibageser atas gak bawah gak mau gak mau hapus butuh perbaiki",0,1
"fitur menu gofood modif pesenan jadi kurang efisien meng order makanan salah pilih mohon bantu perbaiki",-0.5,0
"sih gojek makin jelek kualitasnya tadi mau beli pulsa loadingnya lama banget malah bbrp kali gagal kek mana lah payah",-1.1,0
"pesan makan an lama banget ber jam kalu yg au ah malas",0,1
bagus,0.5,2
"bilang ny promo pake jenius tp pas tambahkan metode pembayaranny pake kartu jenius gk mulu",0.6,2
"tadinya i kasih skrg i revisi jadi gojek makin kesini makin payah sering error gopaylater kalo mau digunakan selalu gak pdhl gak pernah nunggakkkk harusnya kasih kejelasan kalo emg maintenance yaudah gt loh jgn malah internet i yg dipermasalahin org semuanya oke oke aja mengecewakan sih gojek skrg",0,1
"alhamdulillah orngnya baik",0.5,2
"udah mulai error gopaylaternya udah naik lagii pdahal rutin byr bulannya",0,1
"ktp sesuai dulcapil",0,1
good,0,1
"heran sama drivernya asal ngebatalin kayak pemales banget coy",0,1
"makin hari makin parah ni aplikasi udh sering crash kdg ga sinyal salahin jaringan internet nya",-0.6,0
mantap,1,2
"okelah mantap aplikasi gojek",1,2
mantap,1,2
"kl malas keluar tinggal klik go food beresgak usah antri lg",0,1
,0,1
"pengguna lama gojek jujur kecewa karenakan apk nya semakin lama semakin ngawur gopaylaternya gk masuk akal blum pernah telat bayar melanggar persyaratan yg buat gojekakun malah blokir aneh chat adm yg jawab robot mohon maaf mulai detik uninstal hapus data thanks",-0.8,0
"kemarin udh klaim voucher tiba voucher nya hilang terus coba klaim ulang keterangannya voucher diklaim padahal voucher ga dimenu voucher makin hari makin buruk kualitas pelayanannya",-0.9,0
"beli makanan kali lama nunggu menit padahal jarak gak lebih km ngorder pertama nunggu menit yg langsung resto lama bgt keburu pingsannnnnnnnn",0,1
"lebih jam sejak pengajuan laporan mengenai masalah pembayaran tagihan gopaylater sekarang masalah ditindak lanjuti masalah selesai cuman disuruh menunggu menunggu status tagihan harusnya lunas tetap tertagih lambat banget penanganannya kadang merasa permasalahan ditanggapi ditindak lanjuti sama sekali parah",-1.5,0
puas,0.9,2
